
Добавление 8631 заняло 789542 нс, 1 операций
Добавление 9580 заняло 833 нс, 1 операций
Добавление 6087 заняло 1375 нс, 1 операций
Добавление 1506 заняло 1000 нс, 1 операций
Добавление 743 заняло 1167 нс, 5 операций
Добавление 9995 заняло 1084 нс, 1 операций
Добавление 9494 заняло 1042 нс, 6 операций
Добавление 6431 заняло 1042 нс, 5 операций
Добавление 3427 заняло 958 нс, 1 операций
Добавление 4149 заняло 1417 нс, 1 операций
Добавление 9219 заняло 1709 нс, 1 операций
Добавление 5796 заняло 1458 нс, 14 операций
Добавление 9048 заняло 1833 нс, 1 операций
Добавление 1031 заняло 1209 нс, 1 операций
Добавление 9973 заняло 917 нс, 1 операций
Добавление 5186 заняло 1250 нс, 5 операций
Добавление 7308 заняло 875 нс, 6 операций
Добавление 9399 заняло 3791 нс, 5 операций
Добавление 743 заняло 625 нс, 1 операций
Добавление 7773 заняло 1209 нс, 1 операций
Добавление 1210 заняло 1375 нс, 1 операций
Добавление 2046 заняло 1250 нс, 1 операций
Добавление 3941 заняло 1416 нс, 1 операций
Добавление 1835 заняло 1625 нс, 15 операций
Добавление 3139 заняло 584 нс, 1 операций
Добавление 883 заняло 1125 нс, 1 операций
Добавление 359 заняло 709 нс, 1 операций
Добавление 4075 заняло 1500 нс, 14 операций
Добавление 6350 заняло 1209 нс, 10 операций
Добавление 4403 заняло 625 нс, 1 операций
Добавление 9447 заняло 1083 нс, 1 операций
Добавление 2786 заняло 917 нс, 5 операций
Добавление 5805 заняло 583 нс, 1 операций
Добавление 460 заняло 916 нс, 5 операций
Добавление 159 заняло 1042 нс, 18 операций
Добавление 2784 заняло 167 нс, 1 операций
Добавление 9134 заняло 1875 нс, 18 операций
Добавление 5800 заняло 209 нс, 1 операций
Добавление 8692 заняло 1375 нс, 5 операций
Добавление 7586 заняло 1958 нс, 18 операций
Добавление 6506 заняло 1167 нс, 1 операций
Добавление 7384 заняло 1375 нс, 10 операций
Добавление 6905 заняло 959 нс, 1 операций
Добавление 2256 заняло 625 нс, 1 операций
Добавление 7822 заняло 2542 нс, 5 операций
Добавление 8854 заняло 333 нс, 1 операций
Добавление 7778 заняло 166 нс, 1 операций
Добавление 182 заняло 1458 нс, 1 операций
Добавление 2611 заняло 583 нс, 14 операций
Добавление 9756 заняло 750 нс, 10 операций
Добавление 4470 заняло 792 нс, 1 операций
Добавление 8176 заняло 667 нс, 5 операций
Добавление 8236 заняло 84 нс, 1 операций
Добавление 4818 заняло 1375 нс, 14 операций
Добавление 1439 заняло 1375 нс, 1 операций
Добавление 6799 заняло 958 нс, 1 операций
Добавление 2075 заняло 209 нс, 1 операций
Добавление 7474 заняло 1750 нс, 5 операций
